player_id,player_name_ko,team_name_ko,main_position,matches_played,total_fantasy_score,avg_fantasy_score,std_fantasy_score,max_fantasy_score,total_goals,total_assists,total_shots,total_shots_on_target,total_passes_successful,total_passes,total_key_passes,total_tackles,total_interceptions,total_duels_won,total_duels,pass_success_rate,duel_win_rate,shot_conversion,recent_5_avg,recent_5_matches,last_match_score,form_index,trend,recent_3_avg,predicted_score,predicted_rank,predicted_percentile,form_surge,detection_reason
529744.0,노경호,수원FC,CM,8,103.65,12.95625,9.707487445266151,27.15,0,0,8,0,158,171,3,7,19,10,10,92.4,100.0,0.0,18.17,5.0,19.15,1.4,up,23.383333333333336,17.18,122.0,27.3542600896861,1.8047917671651392,폼 80% 급상승 / 출장 기회 제한적 / 상위 30% 예측
360165.0,김경재,광주FC,CB,7,103.1,14.72857142857143,11.929160949219394,34.2,0,0,1,0,225,242,2,0,22,11,11,93.0,100.0,0.0,18.32,5.0,34.2,1.24,up,25.833333333333332,17.26,118.0,26.45739910313901,1.7539605560944065,폼 75% 급상승 / 출장 기회 제한적 / 상위 30% 예측
360389.0,이강현,광주FC,CM,11,117.75,10.704545454545457,7.512937326553928,29.75,1,0,4,0,216,244,0,4,13,13,13,88.5,100.0,25.0,13.330000000000002,5.0,29.75,1.25,up,17.966666666666665,17.43,115.0,25.784753363228702,1.6784147204529365,폼 67% 급상승 / 인지도 낮음 / 상위 30% 예측
526909.0,박찬용,김천 상무 프로축구단,CB,8,145.35,18.16875,10.081274632420532,32.85,0,0,5,0,214,242,0,1,33,27,27,88.4,100.0,0.0,24.65,5.0,32.85,1.36,up,26.266666666666666,21.43,55.0,12.331838565022421,1.4457057676871918,폼 44% 상승 / 출장 기회 제한적 / 상위 15% 예측
246403.0,맹성웅,전북 현대 모터스,CM,7,98.1,14.014285714285714,7.900037673207341,25.8,0,0,1,0,160,186,0,4,23,17,17,86.0,100.0,0.0,17.14,5.0,25.8,1.22,up,20.083333333333332,17.07,125.0,28.02690582959641,1.4330615018688413,폼 43% 상승 / 출장 기회 제한적 / 상위 30% 예측
529466.0,정우영,울산 HD FC,CM,6,96.3,16.05,10.27039434491198,30.5,0,0,5,0,259,284,1,3,14,14,14,91.2,100.0,0.0,17.59,5.0,10.35,1.1,stable,22.833333333333332,18.01,104.0,23.318385650224215,1.4226375908618898,폼 42% 상승 / 출장 기회 제한적 / 상위 30% 예측
343586.0,김우석,강원FC,CB,4,44.4,11.1,9.807735042641935,23.7,0,1,2,0,98,104,2,0,6,4,4,94.2,100.0,0.0,11.1,4.0,23.7,1.0,stable,14.666666666666666,17.11,123.0,27.57847533632287,1.3213213213213213,폼 32% 상승 / 출장 기회 제한적 / 상위 30% 예측
